UniprotAccession,proteinAtLocation,total,unique
P35052,Gal-Gal-Xyl-GPC1 [Golgi lumen],1,1
P35222,"pT41,S45-CTNNB1 S37F [cytosol]",4,4
P35222,"pT41,S45-CTNNB1 S37C [cytosol]",4,4
P35222,"pT41,S45-CTNNB1 S37A [cytosol]",4,4
P35222,pS45-CTNNB1 T41I [cytosol],3,3
P35222,pS45-CTNNB1 T41A [cytosol],3,3
P35222,"pS37,T41,S45-CTNNB1 S33Y [cytosol]",5,4
P35222,"pS37,T41,S45-CTNNB1 S33P [cytosol]",5,4
P35222,"pS37,T41,S45-CTNNB1 S33F [cytosol]",5,4
P35222,"pS37,T41,S45-CTNNB1 S33C [cytosol]",5,4
P35222,p-S552-CTNNB1 [nucleoplasm],1,1
P35222,p-S552-CTNNB1 [cytosol],1,1
P35222,p-S45-CTNNB1-1 [cytosol],1,1
P35222,"p-S45,T41-CTNNB1-1 [cytosol]",2,2
P35222,"p-S37,S45,T41-CTNNB1-1 [cytosol]",3,2
P35222,"p-S33,S37,S45,T41-CTNNB1-1 [cytosol]",4,2
P35222,CTNNB1 S45P [cytosol],2,2
P35222,CTNNB1 S45F [cytosol],2,2
P35226,p-S-BMI1 [nucleoplasm],1,1
P35270,p-S213-SPR [cytosol],1,1
P35354,O-acetyl-L-serine-PTGS2 [endoplasmic reticulum membrane],1,1
P35442,glc-fuc-THBS2 [endoplasmic reticulum lumen],1,1
P35442,O-fuc-THBS2 [endoplasmic reticulum lumen],1,1
P35475,IDUA W402* [lysosomal lumen],1,1
P35475,IDUA Q70* [lysosomal lumen],1,1
P35475,IDUA P553R [lysosomal lumen],2,2
P35520,PXLP-CBS [cytosol],1,1
P35557,GCK T228M [cytosol],2,2
P35557,GCK G261R [cytosol],2,2
P35557,GCK G229R [cytosol],2,2
P35557,GCK E339K [cytosol],2,2
P35557,GCK E279* [cytosol],1,1
P35557,GCK A378T [cytosol],2,2
P35568,p-Y-IRS1 [plasma membrane],1,1
P35568,p-Y-IRS1 [cytosol],1,1
P35568,p-6Y-IRS1 [plasma membrane],6,1
P35575,G6PC R83C [endoplasmic reticulum membrane],2,2
P35575,G6PC R170Q [endoplasmic reticulum membrane],2,2
P35575,G6PC H119L [endoplasmic reticulum membrane],2,2
P35754,2xHC-GLRX [cytosol],2,1
P35968,p-6Y-VEGFR2 [plasma membrane],6,1
P36507,"p-S222,S226-MAP2K2 [plasma membrane]",2,1
P36507,"p-S222,S226-MAP2K2 [cytosol]",2,1
P36507,"p-S,T-MAP2K2 [cytosol]",2,2
P36871,PGM1 T115A [cytosol],2,2
P36871,PGM1 N38Y [cytosol],2,2
P36871,PGM1 D62H [cytosol],2,2
P36871,PGM1 D263Y [cytosol],2,2
P36894,p-4S-BMPR1A [plasma membrane],4,1
P36896,"p-4S,T188,T206-ACVR1B [plasma membrane]",6,2
P36897,"p-4S,T185,T186-TGFBR1 [plasma membrane]",6,2
P36897,"p-4S,T185,T186-TGFBR1 W242* [plasma membrane]",7,3
P36897,"p-4S,T185,T186-TGFBR1 R414* [plasma membrane]",7,3
P36897,"p-4S,T185,T186-TGFBR1 P327Qfs*8 [plasma membrane]",20,13
P36897,"p-4S,T185,T186-TGFBR1 L354Nfs*4 [plasma membrane]",12,8
P36897,"p-4S,T185,T186-TGFBR1 D269_Q324del [plasma membrane]",6,2
P36897,Ub-TGFBR1 [plasma membrane],1,1
P36897,TGFBR1 W242* [plasma membrane],1,1
P36897,TGFBR1 R414* [plasma membrane],1,1
P36897,TGFBR1 P83S [plasma membrane],2,2
P36897,TGFBR1 P83L [plasma membrane],2,2
P36897,TGFBR1 P327Qfs*8 [plasma membrane],14,11
P36897,TGFBR1 N45S [plasma membrane],2,2
P36897,TGFBR1 L354Nfs*4 [plasma membrane],6,6
P36897,TGFBR1 G52R [plasma membrane],2,2
P36897,TGFBR1 C41Y [plasma membrane],2,2
P36957,Lipo-K110-DLST [mitochondrial matrix],1,1
P37088,Ub-SCNN1A [plasma membrane],1,1
P37173,TGFBR2 Y470D [plasma membrane],2,2
P37173,TGFBR2 R528H [plasma membrane],2,2
P37173,TGFBR2 R528C [plasma membrane],2,2
P37173,TGFBR2 K128fs*35 [cytosol],68,27
P37173,TGFBR2 K128fs*3 [cytosol],4,4
P37173,TGFBR2 E526Q [plasma membrane],2,2
P37173,TGFBR2 D522N [plasma membrane],2,2
P37173,"NEDD8-K556,K567-TGFBR2 [plasma membrane]",2,1
P37837,TALDO1 S171F [cytosol],2,2
P37837,TALDO1 R192H [cytosol],2,2
P37837,TALDO1 R192C [cytosol],2,2
P37840,Ub-SNCA [cytosol],1,1
P37840,SNCA A30P [cytosol],3,2
P38398,"p-S988,S1387,S1423,S1524,S1547-BRCA1 [nucleoplasm]",5,1
P38398,"p-S1387,S1423,S1524,S1547-BRCA1 [nucleoplasm]",4,1
P38398,"SUMO2,3-BRCA1 [nucleoplasm]",1,1
P38398,SUMO1-K109-BRCA1 [nucleoplasm],1,1
P38936,p-T145-CDKN1A [cytosol],1,1
P38936,p-S130-CDKN1A [nucleoplasm],1,1
P39059,GlcGalHyl-COL15A1(28-1388) [extracellular region],1,1
P39059,GlcGalHyl-COL15A1(28-1388) [endoplasmic reticulum lumen],1,1
P39059,GlcGalHyl-COL15A1(28-1211) [extracellular region],1,1
P39059,GlcGalHyl-COL15A1(1212-1388) [extracellular region],1,1
P39059,GalHyl-COL15A1(28-1388) [extracellular region],1,1
P39059,GalHyl-COL15A1(28-1388) [endoplasmic reticulum lumen],1,1
P39059,GalHyl-COL15A1(28-1211) [extracellular region],1,1
P39059,GalHyl-COL15A1(1212-1388) [extracellular region],1,1
P39059,5Hyl-COL15A1(28-1388) [extracellular region],1,1
P39059,5Hyl-COL15A1(28-1388) [endoplasmic reticulum lumen],1,1
P39059,5Hyl-COL15A1(28-1211) [extracellular region],1,1
P39059,5Hyl-COL15A1(1212-1388) [extracellular region],1,1
P39059,3x4Hyp-GlcGalHyl-COL15A1(28-1388) [extracellular region],2,2
P39059,3x4Hyp-GlcGalHyl-COL15A1(28-1388) [endoplasmic reticulum lumen],2,2
P39059,3x4Hyp-GlcGalHyl-COL15A1(28-1211) [extracellular region],2,2
P39059,3x4Hyp-GlcGalHyl-COL15A1(1212-1388) [extracellular region],2,2
P39059,3x4Hyp-GalHyl-COL15A1(28-1388) [extracellular region],2,2
P39059,3x4Hyp-GalHyl-COL15A1(28-1388) [endoplasmic reticulum lumen],2,2
P39059,3x4Hyp-GalHyl-COL15A1(28-1211) [extracellular region],2,2
P39059,3x4Hyp-GalHyl-COL15A1(1212-1388) [extracellular region],2,2
P39059,3x4Hyp-COL15A1(28-1388) [extracellular region],1,1
P39059,3x4Hyp-COL15A1(28-1388) [endoplasmic reticulum lumen],1,1
P39059,3x4Hyp-COL15A1(28-1211) [extracellular region],1,1
P39059,3x4Hyp-COL15A1(1212-1388) [extracellular region],1,1
P39059,3x4Hyp-5Hyl-COL15A1(28-1388) [extracellular region],2,2
P39059,3x4Hyp-5Hyl-COL15A1(28-1388) [endoplasmic reticulum lumen],2,2
P39059,3x4Hyp-5Hyl-COL15A1(28-1211) [extracellular region],2,2
P39059,3x4Hyp-5Hyl-COL15A1(1212-1388) [extracellular region],2,2
P39059,3x4Hyp-3Hyp-GlcGalHyl-COL15A1(28-1388) [extracellular region],3,3
P39059,3x4Hyp-3Hyp-GlcGalHyl-COL15A1(28-1388) [endoplasmic reticulum lumen],3,3
P39059,3x4Hyp-3Hyp-GlcGalHyl-COL15A1(28-1211) [extracellular region],3,3
P39059,3x4Hyp-3Hyp-GlcGalHyl-COL15A1(1212-1388) [extracellular region],3,3
P39059,3x4Hyp-3Hyp-GalHyl-COL15A1(28-1388) [extracellular region],3,3
P39059,3x4Hyp-3Hyp-GalHyl-COL15A1(28-1388) [endoplasmic reticulum lumen],3,3
P39059,3x4Hyp-3Hyp-GalHyl-COL15A1(28-1211) [extracellular region],3,3
P39059,3x4Hyp-3Hyp-GalHyl-COL15A1(1212-1388) [extracellular region],3,3
P39059,3x4Hyp-3Hyp-COL15A1(28-1388) [extracellular region],2,2
P39059,3x4Hyp-3Hyp-COL15A1(28-1388) [endoplasmic reticulum lumen],2,2
P39059,3x4Hyp-3Hyp-COL15A1(28-1211) [extracellular region],2,2
P39059,3x4Hyp-3Hyp-COL15A1(1212-1388) [extracellular region],2,2
P39059,3x4Hyp-3Hyp-5Hyl-COL15A1(28-1388) [extracellular region],3,3
P39059,3x4Hyp-3Hyp-5Hyl-COL15A1(28-1388) [endoplasmic reticulum lumen],3,3
P39059,3x4Hyp-3Hyp-5Hyl-COL15A1(28-1211) [extracellular region],3,3
P39059,3x4Hyp-3Hyp-5Hyl-COL15A1(1212-1388) [extracellular region],3,3
P39060,GlcGalHyl-COL18A1(?-1754) [extracellular region],1,1
P39060,GlcGalHyl-COL18A1(24-?) [extracellular region],1,1
P39060,GlcGalHyl-COL18A1(24-1754) [extracellular region],1,1
P39060,GlcGalHyl-COL18A1(24-1754) [endoplasmic reticulum lumen],1,1
P39060,GalHyl-COL18A1(?-1754) [extracellular region],1,1
P39060,GalHyl-COL18A1(24-?) [extracellular region],1,1
P39060,GalHyl-COL18A1(24-1754) [extracellular region],1,1
P39060,GalHyl-COL18A1(24-1754) [endoplasmic reticulum lumen],1,1
P39060,5Hyl-COL18A1(?-1754) [extracellular region],1,1
P39060,5Hyl-COL18A1(24-?) [extracellular region],1,1
P39060,5Hyl-COL18A1(24-1754) [extracellular region],1,1
P39060,5Hyl-COL18A1(24-1754) [endoplasmic reticulum lumen],1,1
P39060,3x4Hyp-GlcGalHyl-COL18A1(?-1754) [extracellular region],2,2
P39060,3x4Hyp-GlcGalHyl-COL18A1(24-?) [extracellular region],2,2
P39060,3x4Hyp-GlcGalHyl-COL18A1(24-1754) [extracellular region],2,2
P39060,3x4Hyp-GlcGalHyl-COL18A1(24-1754) [endoplasmic reticulum lumen],2,2
P39060,3x4Hyp-GalHyl-COL18A1(?-1754) [extracellular region],2,2
P39060,3x4Hyp-GalHyl-COL18A1(24-?) [extracellular region],2,2
P39060,3x4Hyp-GalHyl-COL18A1(24-1754) [extracellular region],2,2
P39060,3x4Hyp-GalHyl-COL18A1(24-1754) [endoplasmic reticulum lumen],2,2
P39060,3x4Hyp-COL18A1(?-1754) [extracellular region],1,1
P39060,3x4Hyp-COL18A1(24-?) [extracellular region],1,1
P39060,3x4Hyp-COL18A1(24-1754) [extracellular region],1,1
P39060,3x4Hyp-COL18A1(24-1754) [endoplasmic reticulum lumen],1,1
P39060,3x4Hyp-5Hyl-COL18A1(?-1754) [extracellular region],2,2
P39060,3x4Hyp-5Hyl-COL18A1(24-?) [extracellular region],2,2
P39060,3x4Hyp-5Hyl-COL18A1(24-1754) [extracellular region],2,2
P39060,3x4Hyp-5Hyl-COL18A1(24-1754) [endoplasmic reticulum lumen],2,2
P39060,3x4Hyp-3Hyp-GlcGalHyl-COL18A1(?-1754) [extracellular region],3,3
P39060,3x4Hyp-3Hyp-GlcGalHyl-COL18A1(24-?) [extracellular region],3,3
P39060,3x4Hyp-3Hyp-GlcGalHyl-COL18A1(24-1754) [extracellular region],3,3
P39060,3x4Hyp-3Hyp-GlcGalHyl-COL18A1(24-1754) [endoplasmic reticulum lumen],3,3
P39060,3x4Hyp-3Hyp-GalHyl-COL18A1(?-1754) [extracellular region],3,3
P39060,3x4Hyp-3Hyp-GalHyl-COL18A1(24-?) [extracellular region],3,3
P39060,3x4Hyp-3Hyp-GalHyl-COL18A1(24-1754) [extracellular region],3,3
P39060,3x4Hyp-3Hyp-GalHyl-COL18A1(24-1754) [endoplasmic reticulum lumen],3,3
P39060,3x4Hyp-3Hyp-COL18A1(?-1754) [extracellular region],2,2
P39060,3x4Hyp-3Hyp-COL18A1(24-?) [extracellular region],2,2
P39060,3x4Hyp-3Hyp-COL18A1(24-1754) [extracellular region],2,2
P39060,3x4Hyp-3Hyp-COL18A1(24-1754) [endoplasmic reticulum lumen],2,2
P39060,3x4Hyp-3Hyp-5Hyl-COL18A1(?-1754) [extracellular region],3,3
P39060,3x4Hyp-3Hyp-5Hyl-COL18A1(24-?) [extracellular region],3,3
P39060,3x4Hyp-3Hyp-5Hyl-COL18A1(24-1754) [extracellular region],3,3
P39060,3x4Hyp-3Hyp-5Hyl-COL18A1(24-1754) [endoplasmic reticulum lumen],3,3
P39086,Edited GRIK 1 (GluR5) [plasma membrane],2,2
P39880,CUX1-p-2Y-FGFR1 fusion [cytosol],2,1
P40189,p-5Y-IL6ST-1 [plasma membrane],5,1
P40199,CEACAM6 [plasma membrane],1,1
P40259,"p-Y196,Y207-CD79B [plasma membrane]",2,1
P40429,p-RPL13A [cytosol],1,1
P40616,MyrG-ARL1 [trans-Golgi network membrane],1,1
P40616,MyrG-ARL1 [cytosol],1,1
P40763,p-Y705-STAT3 [nucleoplasm],1,1
P40763,p-Y705-STAT3 [cytosol],1,1
P40763,"p-Y705,S727-STAT3 [cytosol]",2,2
P40763,p-S727-STAT3 [cytosol],1,1
P40818,p-T945-USP8 [cytosol],1,1
P40879,SLC26A3 W462* [plasma membrane],1,1
P40879,SLC26A3 G187* [plasma membrane],1,1
P41181,p-S256-AQP2 [transport vesicle membrane],1,1
P41181,p-S256-AQP2 [plasma membrane],1,1
P41208,"SUMO2,3-CETN2 [nucleoplasm]",1,1
P41221,N4GlycoAsn-WNT5A(36-380) [endoplasmic reticulum lumen],1,1
P41221,N4GlycoAsn-PalmS WNT5A(36-380) [plasma membrane],2,2
P41221,N4GlycoAsn-PalmS WNT5A(36-380) [extracellular region],2,2
P41221,N4GlycoAsn-PalmS WNT5A(36-380) [extracellular exosome],2,2
P41221,N4GlycoAsn-PalmS WNT5A(36-380) [endoplasmic reticulum lumen],2,2
P41221,N4GlycoAsn-PalmS WNT5A(36-380) [endocytic vesicle membrane],2,2
P41221,N4GlycoAsn-PalmS WNT5A(36-380) [clathrin-coated vesicle membrane],2,2
P41221,N4GlycoAsn-PalmS WNT5A(36-380) [clathrin-coated endocytic vesicle membrane],2,2
P41221,N4GlycoAsn-PalmS WNT5A(36-380) [Golgi lumen],2,2
P41279,p-S400-MAP3K8 [cytosol],2,1
P41279,"p-S400,T290-MAP3K8 [cytosol]",2,2
P42224,p-Y701-STAT1-2 [nucleoplasm],1,1
P42224,p-Y701-STAT1-2 [cytosol],1,1
P42224,p-Y701-STAT1-1 [nucleoplasm],1,1
P42224,p-Y701-STAT1-1 [cytosol],1,1
P42224,p-Y701-STAT1 [cytosol],1,1
P42224,"p-S727,Y701-STAT1-1 [nucleoplasm]",2,2
P42224,"p-S727,Y701-STAT1-1 [cytosol]",2,2
P42226,p-S407-STAT6 [cytosol],1,1
P42226,"p-S407,Y641-STAT6 [nucleoplasm]",2,2
P42226,"p-S407,Y641-STAT6 [cytosol]",2,2
P42229,p-Y694-STAT5A [nucleoplasm],1,1
P42229,p-Y694-STAT5A [cytosol],1,1
P42262,p-S880-GRIA2 [plasma membrane],1,1
P42336,PIK3CA R38S [cytosol],2,2
P42336,PIK3CA R38H [cytosol],2,2
P42336,PIK3CA R38G [cytosol],2,2
P42336,PIK3CA R38C [cytosol],2,2
P42336,PIK3CA Q546R [cytosol],2,2
P42336,PIK3CA Q546P [cytosol],2,2
P42336,PIK3CA Q546L [cytosol],2,2
P42336,PIK3CA Q546K [cytosol],2,2
P42336,PIK3CA Q546H [cytosol],2,2
P42336,PIK3CA Q546E [cytosol],2,2
P42336,PIK3CA M1043V [cytosol],2,2
P42336,PIK3CA M1043T [cytosol],2,2
P42336,PIK3CA M1043I [cytosol],2,2
P42336,PIK3CA H1047Y [cytosol],2,2
P42336,PIK3CA H1047R [cytosol],2,2
P42336,PIK3CA H1047L [cytosol],2,2
P42336,PIK3CA E545V [cytosol],2,2
P42336,PIK3CA E545Q [cytosol],2,2
P42336,PIK3CA E545K [cytosol],2,2
P42336,PIK3CA E545G [cytosol],2,2
P42336,PIK3CA E545A [cytosol],2,2
P42336,PIK3CA E542V [cytosol],2,2
P42336,PIK3CA E542Q [cytosol],2,2
P42336,PIK3CA E542K [cytosol],2,2
P42566,p-Y850 EPS15 [cytosol],1,1
P42680,p-Y519-TEC [cytosol],1,1
P42680,"p-Y206,Y519-TEC [cytosol]",2,1
P42681,"p-Y91,Y420-TXK [cytosol]",2,1
P42681,p-Y420-TXK [cytosol],1,1
P42695,p-T1415-NCAPD3 [nucleoplasm],1,1
P42695,"p-T1415,S1419-NCAPD3 [nucleoplasm]",2,2
P42768,p-Y291-WAS [cytosol],1,1
P43003,SLC1A3 P290R [plasma membrane],2,2
P43003,SLC1A3 C186S [plasma membrane],2,2
P43005,SLC1A1 R445W [plasma membrane],2,2
P43146,p-Y1420-DCC [plasma membrane],1,1
P43251,BTD R79C [mitochondrial matrix],2,2
P43251,BTD R79C [extracellular region],2,2
P43251,BTD R538C [mitochondrial matrix],2,2
P43251,BTD R538C [extracellular region],2,2
P43251,BTD Q456H [mitochondrial matrix],2,2
P43251,BTD Q456H [extracellular region],2,2
P43251,BTD G34S [mitochondrial matrix],2,2
P43251,BTD G34S [extracellular region],2,2
P43251,BTD A755G [mitochondrial matrix],2,2
P43251,BTD A755G [extracellular region],2,2
P43251,BTD A171T [mitochondrial matrix],2,2
P43251,BTD A171T [extracellular region],2,2
P43351,p-Y104-RAD52 [nucleoplasm],1,1
P43351,"SUMO1-K411,K412,K414-RAD52 [nucleoplasm]",3,1
P43353,ALDH3B1 [plasma membrane],2,2
P43403,p-Y493-ZAP70 [cytosol],1,1
P43403,"p-Y315,Y493-ZAP70 [cytosol]",2,1
P43405,p-Y348-SYK [cytosol],1,1
P43405,p-Y-SYK [plasma membrane],1,1
P43405,p-6Y-SYK [plasma membrane],6,1
P43405,p-6Y-SYK [cytosol],6,1
P45880,PolyUb-VDAC2 [mitochondrial outer membrane],1,1
P45983,"p-T,Y-MAPK8 [nucleoplasm]",2,2
P45983,"p-T,Y-MAPK8 [cytosol]",2,2
P45984,"p-T183,Y185-MAPK9 [nucleoplasm]",2,2
P45984,"p-T183,Y185-MAPK9 [cytosol]",2,2
P45985,"p-S257,T261-MAP2K4 [cytosol]",2,2
P46060,SUMO1-K524-RANGAP1 [nuclear envelope],1,1
P46527,p-Y88-CDKN1B [cytosol],1,1
P46527,p-T187-CDKN1B [nucleoplasm],1,1
P46527,p-T157-CDKN1B [cytosol],1,1
P46531,p-NICD1 [nucleoplasm],1,1
P46531,p-NICD1 Q2440* [nucleoplasm],2,2
P46531,p-NICD1 Q2395* [nucleoplasm],2,2
P46531,p-NICD1 P2514Rfs*4 [nucleoplasm],7,7
P46531,p-NICD1 P2474Afs*4 [nucleoplasm],7,6
P46531,NOTCH1 V1676D Transmembrane Fragment [plasma membrane],2,2
P46531,NOTCH1 V1676D S2 cleavage fragment [extracellular region],2,2
P46531,NOTCH1 V1576E Extracellular Fragment [extracellular region],39,5
P46531,NOTCH1 R1598P Extracellular Fragment [extracellular region],39,5
P46531,NOTCH1 Q2440* Transmembrane Fragment [plasma membrane],1,1
P46531,NOTCH1 Q2395* Transmembrane Fragment [plasma membrane],1,1
P46531,NOTCH1 P2514Rfs*4 Transmembrane Fragment [plasma membrane],6,6
P46531,NOTCH1 P2474Afs*4 Transmembrane Fragment [plasma membrane],6,5
P46531,NOTCH1 L1678P Transmembrane Fragment [plasma membrane],2,2
P46531,NOTCH1 L1678P S2 cleavage fragment [extracellular region],2,2
P46531,NOTCH1 L1600P Extracellular Fragment [extracellular region],39,5
P46531,NOTCH1 L1596H Extracellular Fragment [extracellular region],39,5
P46531,NOTCH1 L1593P Extracellular Fragment [extracellular region],39,5
P46531,NOTCH1 L1574Q Extracellular Fragment [extracellular region],39,5
P46531,NOTCH1 L1574P Extracellular Fragment [extracellular region],39,5
P46531,NOTCH1 I1718T Transmembrane Fragment [plasma membrane],2,2
P46531,NOTCH1 I1718T S2 cleavage fragment [extracellular region],2,2
P46531,NOTCH1 I1680N Transmembrane Fragment [plasma membrane],2,2
P46531,NOTCH1 I1680N S2 cleavage fragment [extracellular region],2,2
P46531,NOTCH1 I1616T Extracellular Fragment [extracellular region],39,5
P46531,NOTCH1 I1616N Extracellular Fragment [extracellular region],39,5
P46531,NOTCH1 F1592S Extracellular Fragment [extracellular region],39,5
P46531,NOTCH1 A1701P Transmembrane Fragment [plasma membrane],2,2
P46531,NOTCH1 A1701P S2 cleavage fragment [plasma membrane],2,2
P46531,NICD1 Q2440* [nucleoplasm],1,1
P46531,NICD1 Q2440* [cytosol],1,1
P46531,NICD1 Q2395* [nucleoplasm],1,1
P46531,NICD1 Q2395* [cytosol],1,1
P46531,NICD1 P2514Rfs*4 [nucleoplasm],6,6
P46531,NICD1 P2514Rfs*4 [cytosol],6,6
P46531,NICD1 P2474Afs*4 [nucleoplasm],6,5
P46531,NICD1 P2474Afs*4 [cytosol],6,5
P46531,NEXT1 Q2440* [plasma membrane],1,1
P46531,NEXT1 Q2395* [plasma membrane],1,1
P46531,NEXT1 P2514Rfs*4 [plasma membrane],6,6
P46531,NEXT1 P2474Afs*4 [plasma membrane],6,5
P46531,"Glc,Sia-Gal-GlcNAc-Fuc-Pre-NOTCH1 [Golgi membrane]",34,3
P46531,"Glc,GlcNAc-Fuc-Pre-NOTCH1 [Golgi membrane]",34,3
P46531,"Glc,Gal-GlcNAc-Fuc-Pre-NOTCH1 [Golgi membrane]",34,3
P46531,FRINGE-modified NOTCH1 Extracellular Fragment (NECD1) [plasma membrane],34,3
P46531,FRINGE-modified NOTCH1 Extracellular Fragment (NECD1) [Golgi membrane],34,3
P46531,19xFucT-16xGlcS-2xFucS-NOTCH1(19-1664) [extracellular region],37,3
P46531,19xFucT-14xGlcS-2xFucS-NOTCH1(19-2555) [endoplasmic reticulum membrane],35,3
P46531,17xFucT-2xFucS-NOTCH1(19-2555) [endoplasmic reticulum membrane],19,2
P46531,17xFucT-14xGlcS-2xFucS-NOTCH1(19-2555) [Golgi membrane],33,3
P46531,17xFucT-14xGlcS-2xFucS-NOTCH1(19-1664) [Golgi membrane],33,3
P46734,"p-S189,T193-MAP2K3 [nucleoplasm]",2,2
P46734,"p-S189,T193-MAP2K3 [cytosol]",2,2
P46937,p-S127-YAP1 [cytosol],1,1
P46937,p-5S-YAP1 [cytosol],5,1
P46976,polysaccharide-P-GYG1 [cytosol],1,1
P46976,"poly((1,4)-alpha-glucosyl)GYG1 [lysosomal lumen]",1,1
P46976,"poly((1,4)-alpha-glucosyl)GYG1 [cytosol]",1,1
P46976,"oligo((1,4)-alpha-glucosyl) GYG1 [cytosol]",1,1
P46976,limit dextrin-glycogenin-1 [cytosol],1,1
P46976,glycogen-GYG1 [cytosol],1,1
P46976,GYG1 T83M [cytosol],2,2
P46976,"((1,6)-alpha-glucosyl)poly((1,4)-alpha-glucosyl)GYG1 [lysosomal lumen]",1,1
P46976,"((1,6)-alpha-glucosyl)poly((1,4)-alpha-glucosyl)GYG1 [cytosol]",1,1
P47710,hC-CSN1S1 [extracellular region],1,1
P47712,"p-S505,S727-PLA2G4A [endoplasmic reticulum membrane]",2,1
P48357,"p-Y986,Y1079,Y1141-LEPR-1 [plasma membrane]",3,1
P48448,ALDH3B2 [lipid particle],1,1
P48506,GCLC R127C [cytosol],2,2
P48506,GCLC P185L [cytosol],2,2
P48506,GCLC H370L [cytosol],2,2
P48637,GSS R283C [cytosol],2,2
P48637,GSS R267W [cytosol],2,2
P48637,GSS R164Q [cytosol],2,2
P48637,GSS R125C [cytosol],2,2
P48637,GSS P314L [cytosol],2,2
P49023,"p-Y31,Y118-PXN [cytosol]",2,1
P49137,"p-T222,S272-MAPKAPK2 [nucleoplasm]",2,2
P49137,"p-T222,S272,T334-MAPKAPK2 [nucleoplasm]",3,2
P49137,"p-T222,S272,T334-MAPKAPK2 [cytosol]",3,2
P49247,RPIA A61V [cytosol],2,2
P49281,SLC11A2 R416C [plasma membrane],2,2
P49281,SLC11A2 G212V [plasma membrane],2,2
P49281,SLC11A2 E399D [plasma membrane],2,2
P49327,decanoyl-FASN [cytosol],1,1
P49327,FASN [cytosol],1,1
P49407,PolyUb-ARRB1 [cytosol],1,1
P49427,Ub-C93-CDC34 [nucleoplasm],1,1
P49427,Ub-C93-CDC34 [cytosol],1,1
P49459,Ub-C88-UBE2A [nucleoplasm],1,1
P49815,"p-S939,T1462-TSC2 [cytosol]",2,2
P49815,"p-S939,S1130,T1462-TSC2 [cytosol]",3,2
P49815,p-S1387-TSC2 [cytosol],1,1
P49840,p-S21-GSK3A [cytosol],1,1
P49841,p-S9-GSK3B [cytosol],1,1
P50053,KHK G40R [cytosol],2,2
P50053,KHK A43T [cytosol],2,2
P50443,SLC26A2 R178* [plasma membrane],1,1
P50443,SLC26A2 N425D [plasma membrane],2,2
P50443,SLC26A2 L483P [plasma membrane],2,2
P50443,SLC26A2 G255E [plasma membrane],2,2
P50548,p-T526-ERF [nucleoplasm],1,1
P50548,p-T526-ERF [cytosol],1,1
P50747,HLCS V550M [cytosol],2,2
P50747,HLCS R508W [cytosol],2,2
P50747,HLCS L237P [cytosol],2,2
P50747,HLCS L216R [cytosol],2,2
P50747,HLCS G581S [cytosol],2,2
P50747,HLCS D571N [cytosol],2,2
P51114,p-FXR1-BRAF fusion [cytosol],4,2
P51114,FXR1-BRAF fusion [cytosol],2,1
P51148,GGC-RAB5C [early endosome membrane],2,1
P51148,GGC-RAB5C [cytosol],2,1
P51148,GGC-RAB5C [clathrin-coated vesicle membrane],2,1
P51149,GGC-RAB7A [lysosomal membrane],2,1
P51149,GGC-RAB7A [cytosol],2,1
P51151,GGC-RAB9A [trans-Golgi network membrane],2,1
P51151,GGC-RAB9A [cytosol],2,1
P51153,GGC-RAB13 [cytosol],1,1
P51153,GGC-RAB13 [cell junction],1,1
P51159,GGC-RAB27A [melanosome membrane],2,1
P51159,GGC-RAB27A [cytosol],2,1
P51170,Ub-SCNN1G [plasma membrane],1,1
P51570,GALK1 V32M [cytosol],2,2
P51570,GALK1 R256W [cytosol],2,2
P51570,GALK1 Q382* [cytosol],1,1
P51570,GALK1 P28T [cytosol],2,2
P51570,GALK1 E80* [cytosol],1,1
P51580,TPMT Y240C [cytosol],2,2
P51580,TPMT A80P [cytosol],2,2
P51580,TPMT A167G [cytosol],2,2
P51580,TPMT A154T [cytosol],2,2
P51587,p-T3387-BRCA2 [nucleoplasm],1,1
P51610,"K48polyUb,K63polyUb-HCFC1 [nucleoplasm]",1,1
P51617,p-T209-IRAK1 [plasma membrane],1,1
P51617,p-T209-IRAK1 [endosome membrane],1,1
P51617,"p-T209,T387-IRAK1 [plasma membrane]",2,1
P51617,"p-T209,T387-IRAK1 [endosome membrane]",2,1
P51617,"p-S376,T387-IRAK1 [cytosol]",2,2
P51617,"p-S,T-IRAK1-1 [cytosol]",2,2
P51617,"p-S,T-IRAK1 [cytosol]",2,2
P51617,"p-2S,S376,T,T209,T387-IRAK1 [plasma membrane]",5,2
P51617,"p-2S,S376,T,T209,T387-IRAK1 [endosome membrane]",5,2
P51617,"p-2S,S376,T,T209,T387-IRAK1 [cytosol]",5,2
P51617,K63polyUb-hp-IRAK1 [endosome membrane],7,3
P51617,K63polyUb-hp-IRAK1 [cytosol],7,3
P51654,XylS-GPC3(25-?) [Golgi lumen],1,1
P51654,Heparan-GPC3 [Golgi lumen],1,1
P51654,Heparan(4)-GPC3 [Golgi lumen],1,1
P51654,Heparan(3)-GPC3 [Golgi lumen],1,1
P51654,Heparan(2)-GPC3 [Golgi lumen],1,1
P51654,Heparan(1)-GPC3 [Golgi lumen],1,1
P51654,HS(6)-GPC3 [plasma membrane],1,1
P51654,HS(6)-GPC3 [lysosomal lumen],1,1
P51654,HS(6)-GPC3 [Golgi lumen],1,1
